col0,col1,col2
Kenya national handball team,Kenya,handball
Mexico National Handball Team,Mexico,handball
Egypt national junior handball team,Egypt,handball
Egypt national handball team,Egypt,handball
Uruguay national handball team,Uruguay,handball
Netherlands national handball team,Netherlands,handball
Portugal national handball team,Portugal,handball
Turkey national handball team,Turkey,handball
Austria national handball team,Austria,handball
Switzerland national handball team,Switzerland,handball
Italy national handball team,Italy,handball
Lithuania national handball team,Lithuania,handball
