col0,col1,col2
China Chongming-Liv-Champion System 2016,People's Republic of China,Meng Zhaojuan
Aromitalia Vaiano 2016,Italy,Rasa Leleivytė
Parkhotel Valkenburg Continental 2016,Netherlands,Vera Koedooder
Tibco-Silicon Valley Bank 2016,United States of America,Jo Kiesanowski
Visit Dallas DNA 2017,United States of America,Claire Rose
Valcar PBM 2017,Italy,Claudia Cretti
Top Girls Fassa Bortolo 2017,Italy,Michela Pavin
Team WNT 2017,United Kingdom,Katie Archibald
Weber Shimano Ladies Power 2017,Argentina,Marlies Mejias
Minsk CC 2017,Belarus,Tatsiana Sharakova
Virtu Cycling 2017,Denmark,Linda Villumsen
Orica-BikeExchange 2016,Australia,Annemiek van Vleuten
Wiggle Honda 2015,United Kingdom,Giorgia Bronzini
UnitedHealthcare 2016,United States of America,"St Catharine's College, Cambridge"
Boels Dolmans 2016,Netherlands,Ellen van Dijk
Bigla 2015,Switzerland,Sharon Laws
Canyon-SRAM Racing 2016,Germany,Trixi Worrack
Rabo Liv Women 2016,Netherlands,Marianne Vos
Rabo Liv Women 2015,Netherlands,Marianne Vos
Parkhotel Valkenburg Continental 2015,Netherlands,Janneke Ensing
