col0,col1,col2,col3
Our Lady of Grace Catholic School,Catholic school,Virgin Mary,1974-09-01
St. Elizabeth Seton Catholic School,Catholic school,Elizabeth Ann Seton,1985-01-01
Our Lady of Fatima Catholic School,Catholic school,Our Lady of Fátima,1950-01-01
Our Lady of the Assumption Catholic School,Catholic school,Virgin Mary,1956-09-04
Blessed Trinity Catholic School,Catholic school,Trinity,1963-01-01
St. Aidan Catholic School,Catholic school,Aidan of Lindisfarne,1973-01-01
St. Nicholas Catholic School,Catholic school,Saint Nicholas,1966-03-13
Our Lady of Grace Catholic School,primary school,Virgin Mary,1974-09-01
St. Elizabeth Seton Catholic School,primary school,Elizabeth Ann Seton,1985-01-01
Mianyang Xianfenglu Sirindhorn Primary School,primary school,Sirindhorn,2010-04-08
Our Lady of Fatima Catholic School,primary school,Our Lady of Fátima,1950-01-01
Our Lady of the Assumption Catholic School,primary school,Virgin Mary,1956-09-04
Blessed Trinity Catholic School,primary school,Trinity,1963-01-01
