col0,col1,col2,col3
Study of Lymphoma in Asia,Queen Mary Hospital,lymphoma,National Cancer Institute
Tailored Approaches to Stroke Health Education,Columbia University Medical Center,stroke,Columbia University
Pharmacist Impact on Pneumococcal Polysaccharide Vaccination Rates in Patients With Diabetes in a Supermarket Pharmacy Chain,Virginia Commonwealth University,pneumonia,Virginia Commonwealth University
Interleukin-1 (IL-1) Blockade in Acute Myocardial Infarction (VCU-ART3),Virginia Commonwealth University,myocardial infarction,Virginia Commonwealth University
The Effect of Oxytocin Administration on Interpersonal Cooperation in Borderline Personality Disorder Patients and Healthy Adults,Icahn School of Medicine at Mount Sinai,borderline personality disorder,Icahn School of Medicine at Mount Sinai
Ixazomib (MLN9708) and Dexamethasone in High Risk Smoldering Multiple Myeloma: A Clinical and Correlative Pilot Study,Memorial Sloan Kettering Cancer Center,multiple myeloma,Memorial Sloan Kettering Cancer Center
Sequential Chemotherapy and Lenalidomide Followed by Rituximab and Lenalidomide Maintenance for Untreated Mantle Cell Lymphoma,Memorial Sloan Kettering Cancer Center,lymphoma,Memorial Sloan Kettering Cancer Center
Single Agent Pembrolizumab in Subjects With Advanced Adrenocortical Carcinoma,Memorial Sloan Kettering Cancer Center,carcinoma,Memorial Sloan Kettering Cancer Center
Pazopanib Hydrochloride in Treating Patients With Metastatic Kidney Cancer,Mayo Clinic,carcinoma,Mayo Clinic
Resistance to Vitamin D or Parathyroid Hormone,National Institutes of Health,rickets,National Institute of Diabetes and Digestive and Kidney Diseases
Bone Marrow Transplant Studies for Safe and Effective Treatment of Leukemia,National Institutes of Health,leukemia,"National Heart, Lung, and Blood Institute"
Hydroxyurea for the Treatment of Patients With Sickle Cell Anemia,National Institutes of Health,anemia,"National Heart, Lung, and Blood Institute"
An Investigation of Pituitary Tumors and Related Hypothalmic Disorders,National Institutes of Health,acromegaly,Eunice Kennedy Shriver National Institute of Child Health and Human Development
Genetic Analysis of Immune Disorders,National Institutes of Health,syndrome,National Institute of Allergy and Infectious Diseases
"Brain Imaging of Childhood Onset Psychiatric Disorders, Endocrine Disorders and Healthy Volunteers",National Institutes of Health,problem behavior,National Institute of Mental Health
Perimenopause-Related Mood and Behavioral Disorders,National Institutes of Health,problem behavior,National Institute of Mental Health
Evaluation of the Genetics of Bipolar Disorder,National Institutes of Health,bipolar disorder,National Institute of Mental Health
A Pilot Study of Tumor-Specific Peptide Vaccination and IL-2 With or Without Autologous T Cell Transplantation in Recurrent Pediatric Sarcomas,National Institutes of Health,sarcoma,National Cancer Institute
Entinostat in Combination With Aldesleukin in Treating Patients With Metastatic Kidney Cancer,Ohio State University,carcinoma,National Cancer Institute
"Olaparib and Cediranib Maleate in Treating Patients With Recurrent Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",Ohio State University,carcinoma,National Cancer Institute
