col0,col1,col2,col3,col4
DERE EXE: The AppSir Prequel,Darius Immanuel D. Guerrero,Amazon,single-player video game,"AppSir, Inc."
Dying Light: The Following,Techland,Steam,single-player video game,Warner Bros. Interactive Entertainment
Fallout 4: Nuka-World,Bethesda Game Studios,Humble Store,single-player video game,Bethesda Softworks
Fallout 4: Automatron,Bethesda Game Studios,Humble Store,single-player video game,Bethesda Softworks
Fallout 4: Far Harbor,Bethesda Game Studios,Humble Store,single-player video game,Bethesda Softworks
The Elder Scrolls V: Skyrim —  Dawnguard,Bethesda Game Studios,Steam,single-player video game,Bethesda Softworks
Fallout Pack,Splash Damage,Steam,single-player video game,Bethesda Softworks
Brink: Fallout/SpecOps Combo Pack,Splash Damage,Steam,single-player video game,Bethesda Softworks
Brink: Doom/The Psycho Combo Pack,Splash Damage,Steam,single-player video game,Bethesda Softworks
Brink: Agents of Change,Splash Damage,Steam,single-player video game,Bethesda Softworks
Enter the Dominatrix,Deep Silver Volition,Steam,single-player video game,Deep Silver
X³: Albion Prelude,Egosoft,Valve Corporation,single-player video game,Deep Silver
