col0,col1,col2,col3
St Mark's CofE School,Bath,Church of England,Diocese of Bath and Wells
Chatsmore Catholic High School,Goring-by-Sea,Roman Catholic,Roman Catholic Diocese of Arundel and Brighton
St Paul's Catholic College,Burgess Hill,Roman Catholic,Roman Catholic Diocese of Arundel and Brighton
St Richard's Catholic College,Bexhill,Roman Catholic,Roman Catholic Diocese of Arundel and Brighton
"St Wilfrid's Catholic School, Crawley",Crawley,Roman Catholic,Roman Catholic Diocese of Arundel and Brighton
Eccleston C-of-E Primary School,Chester,Church of England,Diocese of Chester
St Andrew's CofE High School for Boys,Worthing,Church of England,Diocese of Chichester
St Anne's Catholic High School for Girls,Palmers Green,Roman Catholic,Roman Catholic Archdiocese of Westminster
St Edmunds Catholic Primary School,Edmonton,Roman Catholic,Roman Catholic Archdiocese of Westminster
St Ignatius College,Enfield Town,Roman Catholic,Roman Catholic Archdiocese of Westminster
