col0,col1,col2,col3
Lyceum 1535 in Moscow,cultural heritage site in Russia,Khamovniki District,1991-01-01
Liceum Krzemienieckie,academic institution,Kremenets,1805-10-13
Richelieu Lyceum,academic institution,Odessa,1817-01-01
Lycée Claudel d'Ottawa,overseas French school,Ontario,1962-01-01
Theresia-Gerhardinger-Schule am Anger,Gymnasium in Germany,Altstadt-Lehel,1843-01-01
Stefan Batory Gymnasium and Lyceum,gymnasium,Warsaw,1918-09-01
Liceum Krzemienieckie,church building,Kremenets,1805-10-13
Copernicus High School in Bielsko-Biała,lyceum,Bielsko-Biała,1919-01-01
III Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,lyceum,Białystok,1949-01-08
Lycée de Kigali,lyceum,Kigali,1975-01-01
Stefan Batory Gymnasium and Lyceum,lyceum,Warsaw,1918-09-01
Rusanivskyj Liceum,lyceum,Dnipro Raion,1992-01-01
Lyceum 1535 in Moscow,lyceum,Khamovniki District,1991-01-01
Riga Lyceum,lyceum,Riga,1675-01-01
Pioneer School of Ariana,lyceum,Aryanah,1983-01-01
