col0,col1,col2,col3
Affiliated Computer Services,information technology,1988-01-01,Darwin Deason
Universal Music Group,music industry,1934-01-01,Universal Pictures
"Fisher-Price, Inc.",toy,1930-01-01,Herman Fisher
Chiron Corporation,biotechnology,1981-01-01,William J. Rutter
"Sanyo Electric Co., Ltd.",electronics,1947-02-01,Toshio Iue
Kobo Inc.,retail,2009-12-01,Michael Serbinis
Energy Brands,beverage industry,1996-05-01,J. Darius Bikoff
DoubleClick,Internet marketing,1996-01-01,Dwight Merriman
Eckō Unltd.,clothing industry,1993-01-01,Marc Ecko
Columbia Graphophone Company Ltd.,music,1917-02-13,Charles Sumner Tainter
Naughty Dog,video game industry,1984-01-01,Jason Rubin
XS4ALL,internet industry,1993-01-01,Rop Gonggrijp
DC Shoes,textile industry,1994-01-01,Ken Block
"Activision Publishing, Inc.",video game industry,1979-10-01,Larry Kaplan
"The North Face, Inc.",retail,1968-01-01,Douglas Tompkins
Burger King,gastronomy,1954-01-01,James McLamore
Sony Corporation of America,television,1960-01-01,Akio Morita
Ubisoft Toronto,video game industry,2009-01-01,Jade Raymond
