col0,col1,col2,col3
Anthon Berg,food industry,chocolaterie,Ballerup
Pernigotti,food industry,chocolaterie,Novi Ligure
Corné Port-Royal Chocolatier,chocolate,chocolaterie,Wavre
Nói Síríus,food industry,chocolaterie,Reykjavík
Roshen,food industry,chocolaterie,Budapest
Chocolat Poulain,agribusiness,chocolaterie,Villebarou
See's Candies,retail,chocolaterie,South San Francisco
Guylian,confections,chocolaterie,Sint-Niklaas
Kalev,food industry,chocolaterie,Lehmja
E. Wedel,confections,chocolaterie,Warsaw
Callebaut,food industry,chocolaterie,Wieze
