col0,col1,col2,col3
"Effects of Oral Cholecalciferol (Vitamin D3) on Bone Health, Neuromuscular Function, and Quality of Life in Adults With Chronic Kidney Disease",Neph,cholecalciferol,rickets
Treatment of Diabetes After Gastric Bypass With Sitagliptin,LAF33,sitagliptin phosphate,diabetes mellitus
A 12-week Randomized Study to Evaluate Oral Istradefylline in Subjects With Moderate to Severe Parkinson's Disease,KW-6002,istradefylline,Parkinson disease
Cyclophosphamide Versus Mycophenolate Mofetil for the Treatment of Steroid-dependent Nephrotic Syndrome in Children,NEPHROMYCY,cyclophosphamide,child
Treatment of Post-surgical Cystoid Macular Edema With Topical Steroids Trial (TEMPEST-1),TEMPEST,prednisolone acetate,cystoid macular edema
Preoperative Chemoradiotherapy With Cetuximab in Rectal Cancer,ERBIRIX,irinotecan,benign neoplasm of rectum
EXtended Therapy in Hepatitis C Genotype 3 Infected Patients,EXACT-R(3),ribavirin,rapid virologic response
FOLCROM Trial: Foley Catheter in Rupture of Membranes,FOLCROM,oxytocin,Foley catheter
Phase II Safety and Efficacy Study of F-DOPA PET/CT in Children With Hyperinsulinemic Hypoglycemia,F-DOPA PET,levodopa,pancreatectomy
Trial of Exenatide for Parkinson's Disease,EXENATIDE-PD,Exenatide,Parkinson disease
