col0,col1,col2,col3,col4
University Library of Padua,Italy,State public library,Italian national heritage,1629-07-05
Biblioteca Nazionale Centrale di Roma,Italy,State public library,Italian national heritage,1875-01-01
Biblioteca nazionale Sagarriga Visconti-Volpi,Italy,State public library,Italian national heritage,1875-01-01
University Library of Naples,Italy,State public library,Italian national heritage,1816-12-04
Biblioteca nazionale di Cosenza,Italy,State public library,Italian national heritage,1985-01-01
Library of the University of Bologna,Italy,State public library,Italian national heritage,1712-01-01
Biblioteca Casanatense,Italy,State public library,Italian national heritage,1700-01-01
Biblioteca di archeologia e storia dell'arte,Italy,State public library,Italian national heritage,1922-01-01
Biblioteca Palatina di Parma,Italy,State public library,Italian national heritage,1761-01-01
Biblioteca nazionale Vittorio Emanuele III,Italy,State public library,Italian national heritage,1804-01-01
National University Library of Turin,Italy,State public library,Italian national heritage,1720-01-01
Biblioteca Medicea Laurenziana,Italy,State public library,Italian national heritage,1571-01-01
Biblioteca Riccardiana,Italy,State public library,Italian national heritage,1600-01-01
Royal Library of Turin,Italy,State public library,UNESCO World Heritage Site,1839-01-01
