col0,col1,col2,col3
JQT,Lee Sun-bin,2012-02-20,Seoul
Fiestar,Yezi,2018-05-15,Seoul
Rainbow,Go Na-eun,2016-01-01,Seoul
Nine Muses,Ryu Se-ra,2019-02-24,Seoul
Sistar,Hyolyn,2017-01-01,Seoul
Kara,Nicole Jung,2016-01-15,Seoul
Wonder Girls,Hyuna,2017-01-01,Seoul
4Minute,Hyuna,2016-01-01,Seoul
Arabesque,Sandra,1984-01-01,Offenbach am Main
CoCo,Maki Miyamae,1994-09-30,Tokyo
M.I.L.K,Seo Hyeon-jin,2003-01-01,South Korea
Pristin,Lim Na-young,2019-05-24,Seoul
I.O.I,Jeon So-mi,2017-01-29,Seoul
