col0,col1,col2
Metallurg Magnitogorsk,Russia,Magnitogorsk
CG Puigcerdà,Spain,Puigcerdà
NHL Colorado Rockies,United States of America,Colorado
Maddogs München,Germany,Bavaria
EC Peiting,Germany,Bavaria
EHC Klostersee,Germany,Bavaria
TEV Miesbach,Germany,Bavaria
Port Huron Border Cats,United States of America,Port Huron
Ringerike Panthers,Norway,Hønefoss
HC Chelny,Russia,Naberezhnye Chelny
Seattle Metropolitans,United States of America,Seattle
HIFK Hockey,Finland,Helsinki
Vantaan Hockey Team,Finland,Vantaa
