col0,col1,col2,col3,col4
Veer Surendra Sai Medical College,1959-01-01,Burla,medical college in India,Sambalpur University
Vardhman Mahavir Medical College,2001-01-01,New Delhi,medical college in India,Guru Gobind Singh Indraprastha University
Tripura Medical College & Dr. B.R. Ambedkar Memorial Teaching Hospital,2005-01-01,Agartala,medical college in India,Tripura University
Stanley Medical College,1938-01-01,Chennai,medical college in India,Tamil Nadu Dr. M.G.R. Medical University
St. John's Medical College,1963-01-01,Bengaluru,medical college in India,Rajiv Gandhi University of Health Sciences
Sawai ManSingh Medical College,1947-01-01,Jaipur,medical college in India,Rajasthan University of Health Sciences
R. G. Kar Medical College and Hospital,1886-01-01,"Ward No. 5, Kolkata Municipal Corporation",medical college in India,University of Calcutta
National Institute of Siddha,2005-09-03,Chennai,medical college in India,Tamil Nadu Dr. M.G.R. Medical University
"Mahatma Gandhi Memorial Medical College, Jamshedpur",1961-01-01,Jamshedpur,medical college in India,Kolhan University
Maharani Laxmi Bai Medical College,1968-01-01,Jhansi,medical college in India,Bundelkhand University
Mahamaya Rajkiya Allopathic Medical College,2010-01-01,Ambedkar Nagar district,medical college in India,Avadh University
IPGMER and SSKM Hospital,1707-01-01,"Ward No. 71, Kolkata Municipal Corporation",medical college in India,West Bengal University of Health Sciences
"Government Medical College, Thiruvananthapuram",1951-01-01,Thiruvananthapuram,medical college in India,Kerala University of Health Sciences
"Government Medical College, Kottayam",1962-01-01,Kerala,medical college in India,Kerala University of Health Sciences
