col0,col1,col2
Interregional Fluggesellschaft,1974-01-01,F27 Friendship
Wirtschaftsflug,1982-01-01,F-27
Hanse Express,1988-01-01,Dornier 228-100
British Columbia Airways,1928-01-01,4-AT-B Trimotor
Nordavia (Deutschland),2000-01-01,King Air C90
Spear Air,1974-01-01,Douglas DC-8 Series 30
Bremerhaven Airline,2002-01-01,BN-2 Islander
HADAG Air,1983-01-01,DHC-6 Twin Otter
RFG – Regionalflug,1993-01-01,ATR 42
Ratioflug Luftfahrtunternehmen,1997-01-01,421 Golden Eagle
Acvila Air,2006-04-30,McDonnell Douglas MD-81
Badische Luftverkehrs-GmbH,1921-01-01,DFW C.IV/V/VI family
Nürnberger Flugdienst,1992-01-01,Boeing 757
Universal Air Lines,1934-01-01,Universal Air Lines fleet
TUR European Airways,1994-01-01,Boeing 737-200
RAS Flug,2002-01-01,421 Golden Eagle
Scimitar Airlines,1981-01-01,Boeing 707
Pacific Air Transport,1928-12-17,Pacific Air Transport fleet
National Air Transport,1934-01-01,National Air Transport fleet
"New York, Rio, and Buenos Aires Line",1930-01-01,S-38
Starways,1963-12-31,DC-3
Florida Airways,1927-01-01,Curtiss Lark
Freelandia,1974-01-01,DC-8
Aeronor Chile,1986-01-01,F-27
Jersey Airlines,1968-01-01,Heron
Aerolínea de Antioquia,2019-03-29,Dornier 328-100
