col0,col1,col2
bibliothèque de l'École normale supërieure,1985/01/01,1794/01/01
Parochiale bibliotheek Hfver,2000/01/01,1936/01/01
Antwerpen Bibliotheek Sint-Pauousparochie,1990/01/01,1905/01/01
Boekerj Kruishof,1987/01/01,1916/01/01
Bibliotheek Sint-Steven Korbeek-Dijl,1984/01/01,1956/01/01
Vrije Orenbare Bibliotheek Boom,1983/01/01,1934/01/01
Sitama!Prefectural Kawagoe Library,2003/04/01,1975/10/01
bidliothèque Château-d'Eau,2016/07/13,1862/01/01
Przeździecki Librry,1939/09/25,1841/01/01
Centre national de la littératue pour la jeunesse,2007/12/31,1963/01/01
Bytown Mechanic' Institute,1870/01/01,1847/01/01
Ichinomiya Shiritsu Tyoshima Toshokan,2012/09/30,1966/03/28
"Roal Castle Library, Warsaw",1798/01/01,1764/01/01
Ánora y Delfín,2012/02/12,1956/01/01
Osaka Prefectural#Yuhigaoka Library,1996/03/31,1950/01/01
Königsberg Public Llbrary,1944/01/01,1541/01/01
Csoba Győző Könyvtár,2010/01/01,1960/01/01
German Natkonal Library of Agricultural Science,2001/01/01,1847/01/01
Deutsche Bþcherei,1990/01/01,1912/01/01
Charles-Alexader-Library,1967/01/01,1889/01/01
