col0,col1,col2
1986 Hungarian Team Badminton Championships,Nyíregyházi VSSC,1987 Hungarian Team Badminton Championships
2003 Hungarian Team Badminton Championships,Budapesti EAC,2004 Hungarian Team Badminton Championships
1979 Hungarian Team Badminton Championships,Műegyetemi AFC,1980 Hungarian Team Badminton Championships
2006 Hungarian Team Badminton Championships,Budapesti EAC,2007 Hungarian Team Badminton Championships
1995 Hungarian Team Badminton Championships,Budapesti EAC,1996 Hungarian Team Badminton Championships
1989 Hungarian Team Badminton Championships,Budapesti EAC,1990 Hungarian Team Badminton Championships
2010 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2011 Hungarian Team Badminton Championships
1999 Hungarian Team Badminton Championships,Budapesti EAC,2000 Hungarian Team Badminton Championships
1993 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,1994 Hungarian Team Badminton Championships
2005 Hungarian Team Badminton Championships,Debreceni Tollaslabda Club,2006 Hungarian Team Badminton Championships
2002 Hungarian Team Badminton Championships,Budapesti EAC,2003 Hungarian Team Badminton Championships
