col0,col1,col2
Centre Français d’Archéologie et de Sciences Sociales de Sanaa,2007-01-01,National Center for Scientific Research
University of Provence - Aix-Marseille I,1971-01-01,PRES Aix-Marseille University
University Toulouse - Jean Jaurès,1969-01-01,Federal University of Toulouse Midi-Pyrénées
National Institute of Amazonian Research,1952-01-01,Federal Government of Brazil
Paris 13 University,1970-01-01,Sorbonne Paris Cité University (group)
Institut national des langues et civilisations orientales,1669-01-01,Sorbonne Paris Cité University (group)
Kennesaw State University,1963-01-01,University System of Georgia
Georgia State University,1913-01-01,University System of Georgia
University College Cork,1845-01-01,National University of Ireland
Institute of Croatian Language and Linguistics,1948-01-01,Croatian Academy of Sciences and Arts
University of Nebraska–Lincoln,1869-01-01,University of Nebraska system
University of North Carolina at Greensboro,1891-01-01,University of North Carolina
Naval Postgraduate School,1909-01-01,United States Department of the Navy
Kiel Institute for the World Economy,1914-02-18,Leibniz Association
University of Belgrade Faculty of Law,1808-01-01,University of Belgrade
Indiana University – Purdue University Indianapolis,1969-01-01,Purdue University
Max Planck Institute for European History of Law,1964-01-01,Max Planck Society
ITEM,2002-01-01,École normale supérieure
Pan American Health Organization,1902-01-01,World Health Organization
Institute of Advanced Legal Studies,1947-01-01,School of Advanced Study
