col0,col1,col2,col3,col4
Capella University,"225 South 6th Street, 9th Floor, Minneapolis, MN, 55402-3389",Minneapolis,1993-01-01,doctoral university: moderate research activity
Grand Canyon University,"3300 W Camelback Rd, Phoenix, AZ, 85017",Phoenix,1949-01-01,doctoral university: moderate research activity
West Virginia Junior College at Morgantown,"148 Willey St, Morgantown, WV, 26505",Charleston,1892-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
New England Culinary Institute,"56 College Street, Montpelier, VT, 05602",Montpelier,1980-06-15,special focus four-year: other special focus institutions
The Restaurant School at Walnut Hill College,"4207 Walnut St, Philadelphia, PA, 19104",Pennsylvania,1974-01-01,special focus four-year: other special focus institutions
Western State University College of Law,"1111 N State College Blvd, Fullerton, CA, 92831-3014",California,1966-01-01,special focus four-year: law schools
Hussian College - School of Art,"1500 Spring Garden Street, Philadelphia, PA 19130",Philadelphia,1946-01-01,"special focus four-year: arts, music and design schools"
The International Academy of Design & Technology Las Vegas,"2495 Village View Drive, Henderson, NV, 89074",Nevada,2003-01-01,"special focus four-year: arts, music and design schools"
University of St. Augustine for Health Sciences,"700 Windy Point Drive, San Marcos, CA, 92069",St. Augustine,1979-01-01,special focus four-year: other health professions schools
University of the Rockies,"Tabor Center, 1201 16th Street Suite 200, Denver, CO, 80202-1787",Colorado Springs,1998-01-01,special focus four-year: other health professions schools
Utah College of Dental Hygiene,"1176 South 1480 West, Orem, UT, 84058",Utah,2005-01-01,special focus four-year: other health professions schools
United States University,"830 Bay Boulevard, Chula Vista, CA, 91911",Chula Vista,1997-01-01,baccalaureate colleges: diverse fields
Waldorf University,"106 S Sixth St, Forest City, IA, 50436-1713",Iowa,1903-01-01,baccalaureate colleges: diverse fields
Trident University International,"5757 Plaza Drive, Suite 100, Cypress, CA, 90630-5041",Cypress,1998-01-01,doctoral university: moderate research activity
Walden University,"100 Washington Avenue South, Suite 900, Minneapolis, MN, 55401",Minneapolis,1970-01-01,doctoral university: moderate research activity
Stautzenberger College,"1796 Indian Wood Circle, Maumee, OH, 43537-4007",Maumee,1926-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
TCI College of Technology,"320 W 31st St, New York, NY, 10001",New York,1909-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
Sullivan College of Technology and Design,"3901 Atkinson Square Dr, Louisville, KY, 40218",Louisville,1961-01-01,"special focus four-year: arts, music and design schools"
The Art Center Design College,"2525 N Country Club Rd, Tucson, AZ, 85716",Tucson,1983-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of California – San Francisco,"1170 Market St, San Francisco, CA, 94102-4908",California,1997-01-01,"special focus four-year: arts, music and design schools"
