col0,col1,col2,col3,col4
Lfessang,Seoul,Gary,Jungle Entertainment,2002/01/01
Bloek B,Seoul,Zico,Stardom Entertainment,2011/01/01
Drashi,Tokyo,Jun Matsumoto,Pony Canyon,1999/01/01
A-Jax,Seoul,Kim Hyeong-kon,DSP Media,2012/01/01
SS501,South Korea,Heo Young-saeng,DSP Media,2005/01/01
EXO,Seoul,Byun Baek-hyun,SM Entertainment,2011/01/01
uper Junior-Happy,Seoul,Yesung,SM Entertainment,2008/01/01
2AM,Seoul,Jo Kwon,JYP Entertainment,2008/01/01
F.T. Islaqd,Seoul,Lee Hong-gi,Warner Music Group,2007/01/01
The Byz,Seoul,Haknyeon,Cre.Ker Entertainment,2017/01/01
Seond Alibi,Ohio,Adam Mardel,"E2A Music Group, LLC",2014/01/01
TXT,Seoul,Taehyun,Big Hit Entertainment,2019/03/04
AB6IX,Seoul,Park Woojin,Brand New Music,2019/01/01
Svper Vocal,Beijing,Cai Chengyu,Decca,2019/12/04
NCT Dram,Seoul,Haechan,SM Entertainment,2016/08/24
