col0,col1,col2,col3
Central Council of Jews in Germany,1950-01-01,Berlin,Germany
Scottish Football Association,1872-01-01,Edinburgh,United Kingdom
Academia Raetica,2006-06-06,Davos,Switzerland
Swiss Trade Union Confederation,1880-01-01,Bern,Switzerland
Travail.Suisse,2002-12-14,Bern,Switzerland
Federation of Associations for Hunting and Conservation of the EU,1977-01-01,Brussels metropolitan area,Belgium
Union des Industries Ferroviaires Européennes,1991-01-01,Brussels-Capital Region,Belgium
American Kennel Club,1884-01-01,New York City,United States of America
Canadian Kennel Club,1888-01-01,Etobicoke,Canada
BDI,1949-07-01,Haus der Deutschen Wirtschaft,Germany
Allgemeiner Deutscher Fahrrad-Club,1979-09-27,Bremen,Germany
International Federation of Robotics,1987-01-01,Frankfurt am Main,Germany
Bund der Deutschen Katholischen Jugend,1947-01-01,Düsseldorf,Germany
Aktion West-Ost,1952-01-01,Düsseldorf,Germany
