col0,col1,col2,col3
Parola Tank Museum,Hattula,1961-06-18,Finland
Outokumpu mine,Outokumpu,1982-01-01,Finland
Salla Museum of War and Reconstruction,Salla,2010-01-01,Finland
Siida,Inari,1959-01-01,Finland
Raahe Museum,Raahe,1862-01-01,Finland
Finnish Glass Museum,Riihimäki,1961-01-01,Finland
Sagalund,Kimito,1900-01-01,Finland
Lotta Museum,Tuusula,1996-01-01,Finland
Anti-aircraft Museum,Tuusula,1967-01-01,Finland
Finnish Railway Museum,Hyvinkää,1898-01-01,Finland
RIISA – Orthodox Church Museum of Finland,Kuopio,1957-01-01,Finland
Finnish Air Force Museum,Jyväskylä,1979-06-01,Finland
Finnish Aviation Museum,Vantaa,1969-12-04,Finland
Forestry Museum of Lapland,Rovaniemi,1960-01-01,Finland
The Finnish Labour Museum Werstas,Tampere,1993-01-01,Finland
Hockey Hall of Fame Finland,Tampere,1979-01-01,Finland
Postal Museum,Tampere,1926-01-01,Finland
Tampere Police Museum,Tampere,2004-01-01,Finland
Sibelius Museum,Turku,1928-01-01,Finland
Forum Marinum,Turku,1999-01-01,Finland
