col0,col1,col2,col3,col4
Horseshoe Bend National Military Park,National Park Service,Alabama,United States of America,National Battlefield
Guilford Courthouse National Military Park,National Park Service,North Carolina,United States of America,National Battlefield
Gettysburg National Military Park,National Park Service,Adams County,United States of America,National Battlefield
Fort Donelson National Battlefield,National Park Service,Calloway County,United States of America,National Battlefield
Cowpens National Battlefield,National Park Service,South Carolina,United States of America,National Battlefield
Chickamauga and Chattanooga National Military Park,National Park Service,Georgia,United States of America,National Battlefield
Brice's Cross Roads National Battlefield Site,National Park Service,Lee County,United States of America,National Battlefield
Big Hole National Battlefield,National Park Service,Montana,United States of America,National Battlefield
Antietam National Battlefield,National Park Service,Maryland,United States of America,National Battlefield
Fort Necessity National Battlefield,National Park Service,Pennsylvania,United States of America,National Battlefield
