col0,col1,col2
Junts per Catalunya,centrism,Spain
Junts pel Sí,centrism,Spain
Centrist Union,centrism,Spain
Unidos Podemos,far-left,Spain
Unity for Socialism,far-left,Spain
Catalunya en Comú-Podem,left-wing,Spain
Zero Cuts - Green Group,left-wing,Spain
És el moment,left-wing,Spain
En Comú Podem-Guanyem el Canvi,left-wing,Spain
Popular Unity Candidacy - Constituent Call,left-wing,Spain
Catalunya Sí que es Pot,left-wing,Spain
Fidesz–KDNP,right-wing,Hungary
Solidarity–People Before Profit,left-wing,Ireland
Popular Front,left-wing,Second Spanish Republic
Cambodian National Rescue Party,centrism,Cambodia
Workers' Left Front,left-wing,Argentina
Trade Unionist and Socialist Coalition,left-wing,United Kingdom
Egyptian Bloc,centre-left,Egypt
All People Front,far-left,Greece
Freedom and Autonomy,centrism,Italy
