col0,col1,col2
Iron Maiden,Category:Iron Maiden members,Leyton
Skid Row,Category:Skid Row (American band) members,Toms River
Slayer,Category:Slayer members,Huntington Park
X Japan,Category:X Japan members,Tateyama
Testament,Category:Testament (band) members,Berkeley
Queensrÿche,Category:Queensrÿche members,Bellevue
Saxon,Category:Saxon (band) members,Barnsley
Krokus,Category:Krokus (band) members,Canton of Solothurn
Accept,Category:Accept (band) members,Solingen
Judas Priest,Category:Judas Priest members,Birmingham
