col0,col1,col2,col3,col4,col5
canton of Chemillé-Melay,2015-03-01,Maine-et-Loire,Chemillé,533.47,France
Canton of La Vallée de l'Orbiel,2016-01-01,Aude,Villemoustaussou,254.75,France
Canton of Les Corbières,2016-01-01,Aude,Fabrezan,1025.06,France
Canton of Le Haut-Minervois,2016-01-01,Aude,Rieux-Minervois,326.96,France
Canton of Le Sud-Minervois,2016-01-01,Aude,Sallèles-d'Aude,196.4,France
canton of Les Corbières Méditerranée,2016-01-01,Aude,Sigean,298.3,France
Canton of La Piège au Razès,2016-01-01,Aude,Bram,703.89,France
Canton of Le Bassin chaurien,2016-01-01,Aude,Castelnaudary,278.62,France
Canton of La Région Limouxine,2016-01-01,Aude,Limoux,390.02,France
Canton of La Montagne d'Alaric,2016-01-01,Aude,Trèbes,310.82,France
Canton of Le Lézignanais,2016-01-01,Aude,Lézignan-Corbières,120.32,France
canton of La Malepère à la Montagne Noire,2016-01-01,Aude,Montréal,413.29,Spain
