col0,col1,col2
ordre des avocats d'Uzès,Uzès,France
ordre des avocats du Vigan,Le Vigan,France
ordre des avocats de Mâcon,Mâcon,France
ordre des avocats de Saint-Nazaire,Saint-Nazaire,France
ordre des avocats de Rennes,Rennes,France
Vermont Bar Association,Vermont,United States of America
Il·lustre Col·legi d'Advocats de Mataró,Mataró,Spain
New South Wales Bar Association,Australia,Australia
ordre des avocats de Saint-Pierre de La Réunion,Saint-Pierre,France
ordre des avocats de Marseille,Marseille,France
ordre des avocats de Nantes,Nantes,France
ordre des avocats de Grenoble,Grenoble,France
Order of Attorneys of Brazil,São Paulo,Brazil
Paris Bar Association,Paris,France
Turkish Bars Association,Ankara,Turkey
Westchester County Bar Association,White Plains,United States of America
Kansas Bar Association,Topeka,United States of America
New York City Bar Association,Manhattan,United States of America
Bar Association of Puerto Rico,Puerto Rico,United States of America
The Florida Bar,Florida,United States of America
