col0,col1,col2
South African cricket team in India in 2004–05,cricket,South Africa national cricket team
South African cricket team in Australia in 2005–06,cricket,South Africa national cricket team
South African cricket team in West Indies in 2000–01,cricket,South Africa national cricket team
South African cricket team in India in 1999–2000,cricket,South Africa national cricket team
South African cricket team against Pakistan in the UAE in 2013–14,cricket,South Africa national cricket team
South African cricket team in Sri Lanka in 2013,cricket,South Africa national cricket team
South African cricket team in Zimbabwe in 2007,cricket,South Africa national cricket team
South African cricket team in West Indies in 2010,cricket,South Africa national cricket team
South African cricket team in West Indies in 2005,cricket,South Africa national cricket team
South African cricket team in Sri Lanka in 2006,cricket,South Africa national cricket team
South African cricket team in Sri Lanka in 2004,cricket,South Africa national cricket team
