col0,col1,col2
Lyuboivanivska,0.218,Arbuzynka District
Baksha,79.94,Savran Raion
Khmilnytsia,46.909,Chernihiv Raion
Hremyach Rural Council,99.716,Novhorod-Siverskyi Raion
Komsomolsk,137.38,Olevsk Raion
"Rural council in Borschiv, Lviv Oblast",11.02,Peremyshliany Raion
Kalinivsky rural council,38.8,Sambir Raion
Boroniavska silska rada,22.2,Khust Raion
Porshna,4.712,Pustomyty Raion
Oleksandrivka,66.04,Sverdlovsk Raion
Miroslavka,25.922,Berdychiv Raion
Kopachiv village council,33.8,Obukhiv Raion
