col0,col1,col2,col3,col4
Weezer,Weezer,1992-01-01,Category:Weezer members,pop punk
UFO,UFO,1968-01-01,Category:UFO (band) members,space rock
The Moody Blues,The Moody Blues,1964-01-01,Category:The Moody Blues members,art rock
Weezer,Weezer,1992-01-01,Category:Weezer members,garage rock
T. Rex,T. Rex,1967-01-01,Category:T. Rex (band) members,psychedelic rock
The Moody Blues,The Moody Blues,1964-01-01,Category:The Moody Blues members,psychedelic rock
T. Rex,T. Rex,1967-01-01,Category:T. Rex (band) members,folk rock
Weezer,Weezer,1992-01-01,Category:Weezer members,indie rock
UFO,UFO,1968-01-01,Category:UFO (band) members,hard rock
The Moody Blues,The Moody Blues,1964-01-01,Category:The Moody Blues members,progressive rock
