col0,col1,col2,col3
Ten Years After,Ten Years After discography,1968-01-01,Template:Ten Years After
Runrig,Runrig discography,1973-01-01,Template:Runrig
Smash Mouth,Sweden,1994-01-01,Template:Smash Mouth
Voivod,Voivod discography,1982-01-01,Template:Voivod
Superbus,Superbus discography,1999-01-01,Template:Superbus
Stone Sour,Stone Sour discography,1992-01-01,Template:StoneSour
Van der Graaf Generator,Van der Graaf Generator discography,1967-01-01,Template:Van der Graaf Generator
Soft Machine,Soft Machine discography,1966-01-01,Template:Soft Machine
Nazareth,Nazareth discography,1968-01-01,Template:Nazareth
Black Label Society,Black Label Society discography,1998-01-01,Template:Black Label Society
Asia,Asia discography,1981-01-01,Template:Asia (band)
Enslaved,Enslaved discography,1991-01-01,Template:Enslaved
Daughtry,Daughtry discography,2006-01-01,Template:Daughtry
Nick Cave and the Bad Seeds,Nick Cave and the Bad Seeds discography,1983-01-01,Template:Nick Cave and the Bad Seeds
Stam1na,Stam1na discography,1996-01-01,Template:Stam1na
Santana,Santana discography,1967-01-01,Template:Santana
Buck-Tick,Buck-Tick discography,1983-01-01,Template:Buck-Tick
Boris,Boris discography,1992-01-01,Template:Boris (band)
Shironamhin,Shironamhin discography,1996-01-01,Template:Shironamhin
Moheener Ghoraguli,Moheener Ghoraguli discography,1975-01-01,Template:Moheener Ghoraguli
