col0,col1,col2,col3
New Radiant Storm King,1990-01-01,indie rock,Darla Records
Los Pikadientes de Caborca,2008-01-01,Norteño,Sony BMG
Men at Large,1992-01-01,rhythm and blues,East West Records
Medium Medium,1983-01-01,dance-punk,Cherry Red
Noisex,1990-01-01,industrial music,Ant-Zen
Leonardo's Bride,2013-01-01,folk music,Mushroom Records
My Friend the Chocolate Cake,2018-01-01,pop rock,Shock Records
N-Toon,1996-01-01,contemporary R&B,DreamWorks Records
Masters of the Hemisphere,1996-01-01,indie pop,Kindercore Records
Mel and Tim,1969-01-01,soul music,Stax
Making April,2005-01-01,alternative rock,Universal Republic Records
Muleskinner,1973-01-01,bluegrass music,Warner Bros. Records
Mistress,1999-01-01,death metal,Earache Records
