col0,col1,col2
Association francophone des utilisateurs de logiciels libres,1998-04-01,2nd arrondissement of Paris
AIDES,1984-01-01,Pantin
Fédération des sites clunisiens,1994-06-18,Cluny
Oxfam France,1988-05-01,11th arrondissement of Paris
Research network on innovation,2007-01-01,Dunkirk
Association nationale des intervenants en toxicomanie,1980-01-01,Saint-Étienne
Centre international de recherches sur l'anarchisme (Marseille),1965-01-01,Marseille
Fragil (Nantes),2005-04-02,Nantes
AFPA,1949-01-01,Toulouse
Association internationale des sociologues de langue française,1958-01-01,Toulouse
Association droits des animaux,2009-11-14,Vannes
Agropolis International,1986-01-01,Montpellier
Organisation des transporteurs routiers européens (France),2000-10-04,Bordeaux
Réseau des Émetteurs Français,1925-01-01,Tours
Sherpa,2001-01-01,Paris
SOS homophobie,1994-04-11,Paris
Observatoire régional du foncier (Île-de-France),1987-01-01,Paris
Les Indivisibles,2007-01-27,Paris
Institut supérieur des métiers,1990-07-01,Paris
Genepi,1976-05-26,Paris
