col0,col1,col2
Petersburg Borough,3829.0,3221
Unorganized Borough,969318.0,81803
Kodiak Island Borough,31141.0,14135
Haines Borough,6070.0,2592
Matanuska-Susitna Borough,65423.0,95192
Fairbanks North Star Borough,19280.0,100436
Kenai Peninsula Borough,64114.0,57147
North Slope Borough,245435.0,9686
Northwest Arctic Borough,105573.0,7685
Lake and Peninsula Borough,80049.0,1648
Ketchikan Gateway Borough,4545.0,13729
Aleutians East Borough,38880.0,3341
Bristol Bay Borough,2299.0,960
Denali Borough,33086.0,1867
