col0,col1,col2
"Consulate General of Northern Cyprus, Istanbul",1981-01-01,Turkish Republic of Northern Cyprus
Consulate General of Mongolia in Osaka,2012-03-14,Mongolia
"Consulate-General of China, Chongjin",1987-07-01,People's Republic of China
Consulate General of Poland in Houston,2017-12-19,Poland
Consulate General of Poland in Vinnytsia,2009-09-01,Poland
"Polish Consulate General, Brest",1993-01-01,Poland
"Consulate General of Poland, Grodno",1991-01-01,Poland
"Consulate General of Poland, Barcelona",1995-01-01,Poland
Consulate General of the Republic of Poland in Montreal,1919-01-01,Poland
Consulate General of the Republic of Poland in Mumbai,1933-01-01,Poland
Consulate General of the Republic of Poland in Vancouver,1992-01-01,Poland
"Consulate General of Poland, Munich",1920-01-01,Poland
Consulate General of Poland in Hamburg,1919-01-01,Poland
Consulate General of Poland in Manchester,2007-01-01,Poland
"Consulate General of Poland, Hong Kong",1991-01-01,Poland
Consulate-General of Poland in Curitiba,1919-01-01,Poland
Consulate General of Hungary in Krakow,1921-09-09,Hungary
"Consulate General of Japan, Recife",2018-01-01,Japan
"Royal Thai Consulate General, Chennai",2005-01-01,Thailand
"Romanian Consulate General, Vršac",2005-01-01,Romania
