col0,col1,col2,col3
Original Steinlachtaler Fasnachts-Verein Mössingen,Europäische Narrenvereinigung Baden-Württemberg,Mössingen,Swabian-Alemannic Fastnacht
Funkenhexen Spaichingen,Europäische Narrenvereinigung Baden-Württemberg,Spaichingen,Swabian-Alemannic Fastnacht
Narrengilde Rot-Blau Höllental Buchenbach,Europäische Narrenvereinigung Baden-Württemberg,Buchenbach,Swabian-Alemannic Fastnacht
Zainemacherzunft Buchenbach,Europäische Narrenvereinigung Baden-Württemberg,Buchenbach,Swabian-Alemannic Fastnacht
Zigeuner-Clique Neuenburg,Europäische Narrenvereinigung Baden-Württemberg,Neuenburg am Rhein,Swabian-Alemannic Fastnacht
Burghexen Neuenburg,Europäische Narrenvereinigung Baden-Württemberg,Neuenburg am Rhein,Swabian-Alemannic Fastnacht
Klosterkopfhexen Neuenburg 1995,Europäische Narrenvereinigung Baden-Württemberg,Neuenburg am Rhein,Swabian-Alemannic Fastnacht
Narrenverein Gruol,Europäische Narrenvereinigung Baden-Württemberg,Haigerloch,Swabian-Alemannic Fastnacht
Aubenger Narraverei Haigerloch-Owingen,Europäische Narrenvereinigung Baden-Württemberg,Haigerloch,Swabian-Alemannic Fastnacht
Narrenverein Trillfingen,Europäische Narrenvereinigung Baden-Württemberg,Haigerloch,Swabian-Alemannic Fastnacht
Waldschrättele Hölzlebruck,Europäische Narrenvereinigung Baden-Württemberg,Titisee-Neustadt,Swabian-Alemannic Fastnacht
Ornemer Raugeisthexen,Europäische Narrenvereinigung Baden-Württemberg,Titisee-Neustadt,Swabian-Alemannic Fastnacht
Neustädter Wälderhexen,Europäische Narrenvereinigung Baden-Württemberg,Titisee-Neustadt,Swabian-Alemannic Fastnacht
Lumpemännle Hölzlebruck Titisee-Neustadt,Europäische Narrenvereinigung Baden-Württemberg,Titisee-Neustadt,Swabian-Alemannic Fastnacht
Achkarrer Biggiträger,Europäische Narrenvereinigung Baden-Württemberg,Vogtsburg im Kaiserstuhl,Swabian-Alemannic Fastnacht
