col0,col1,col2,col3
SK Group,public company,1953-01-01,South Korea
Hanjin,public company,1945-11-01,South Korea
Kyobo,conglomerate,1958-01-01,South Korea
Kumho Asiana Group,conglomerate,1946-01-01,South Korea
Hyundai,conglomerate,1947-01-01,South Korea
Doosan Group,joint-stock company,1896-01-01,South Korea
CJ Group,joint-stock company,1953-01-01,South Korea
LG Corporation,joint-stock company,1947-01-05,South Korea
Hyundai Motor Group,joint-stock company,2000-09-01,South Korea
Dodsal Group,conglomerate,1948-01-01,United Arab Emirates
Formosa Plastics Group,conglomerate,1958-01-01,Taiwan
