col0,col1,col2,col3,col4
Orica-AIS 2015,Orica-AIS 2016,2015-12-31,Orica-AIS 2014,women's sports
Velocio-SRAM 2015,Canyon-SRAM Racing 2016,2015-12-31,Specialized-Lululemon 2014,women's sports
Lotto Soudal Ladies/2015,Lotto Soudal Ladies 2016,2015-12-01,Lotto-Belisol Ladies 2014,women's sports
Farm Frites - Hartol 2003,Farm Frites - Hartol 2004,2003-12-31,Farm Frites - Hartol 2002,women's sports
Farm Frites - Hartol 2002,Farm Frites - Hartol 2003,2002-12-31,Farm Frites - Hartol 2001,women's sports
Farm Frites - Hartol 2001,Farm Frites - Hartol 2002,2001-12-31,Farm Frites - Hartol 2000,women's sports
Orica-AIS 2016,Orica-Scott 2017,2016-12-31,Orica-AIS 2015,women's sports
Rabo Liv Women 2016,WM3 Pro Cycling 2017,2016-12-31,Rabo Liv Women 2015,women's sports
Lotto Soudal Ladies 2016,Lotto Soudal Ladies 2017,2016-12-31,Lotto Soudal Ladies/2015,women's sports
Canyon-SRAM Racing 2016,Canyon Sram Racing 2017,2016-12-31,Velocio-SRAM 2015,women's sports
2006 Buitenpoort-Flexpoint Team season,Team Flexpoint 2007,2006-12-31,Buitenpoort-Flexpoint 2005,women's sports
