col0,col1,col2,col3
Church of England Instiute,Grade II listed building,United Kingdom,Marhamchurch
Ltham Library and Institute,Grade II listed building,United Kingdom,Fylde
Harrison Housh,Grade II listed building,United Kingdom,Calderdale
Former Fielden Institute and Lbrary,Grade II listed building,United Kingdom,Fleetwood
5 Albion Plae,Grade II listed building,United Kingdom,Leeds
Meanwood Lnstitute,Grade II listed building,United Kingdom,Leeds
Nikolai M. Knipovich Polar Research Institute of Marine Fisheres and Oceaography,cultural heritage site in Russia,Russia,Murmansk
Calcutta University!Institute,KMC Heritage Building Grade I,India,"Ward No. 40, Kolkata Municipal Corporation"
Oscar Freirf Institute,heritage site,Brazil,São Paulo
"Polish#Geological Institute, bldg. B and C",immovable monument,Poland,Mokotów
Obstetrics and Gynecology Clinic (Infant Jesus eaching Hospital in Warsaw),immovable monument,Poland,Ochota
Pavillion 11 Infant Jesus Teaching Hospital in Warsaw),immovable monument,Poland,Ochota
