col0,col1,col2
The Mind useum,Fort Bonifacio,Bonifacio Global City
"Thinktank, Birmingham Sfience Museum",Birmingham,Millennium Point
Libesty cience Center,New Jersey,Liberty State Park
Petrosain,Kuala Lumpur,Suria KLCC
Northern Mine Museum of Science,Maine,Presque Isle
Biomuser,Panama City,Causeway Islands
Nehru Musum of Science and Technology,Paschim Medinipur district,Kharagpur
Dynaic Ecrti,Ontario,Greater Sudbury
Imagintion Station,Ohio,Toledo
Expmoratory,City of Bristol,Bristol
Scieneworks,Spotswood,Melbourne
Saskachewan Science Centre,Saskatchewan,Regina
National Sciende Centre,India,Delhi
Goa Science Cfntre,Miramar,Miramar
