col0,col1,col2,col3
Telehealth Pain Self-Management for Employed Adults,2020-02-01,Telehealth,University of Washington
Remote Ischemic Conditioning to Enhance Resuscitation,2020-02-07,reperfusion injury,University of Washington
Acalabrutinib and Anti-CD19 CAR T-cell Therapy for the Treatment of B-cell Lymphoma,2020-02-28,Non-Hodgkin lymphoma,University of Washington
Telehealth Pain Self-Management for Employed Adults,2020-02-01,pain,University of Washington
Docetaxel and Diethylstilbestrol in the Treatment of Androgen Independent Prostate Cancer,2002-12-01,metastatic prostate carcinoma,University of Washington
Surgery With or Without Radiofrequency Ablation Followed by Irinotecan in Treating Patients With Colorectal Cancer That is Metastatic to the Liver,2001-05-01,rectum adenocarcinoma,University of Washington
Early Ultrasound-guided Nerve Block for Painful Hand Injuries in the Emergency Department,2017-07-01,nerve block,University of Washington
Yakima Head Start Fluoride Varnish Study,2003-11-01,Early childhood caries,University of Washington
Health Effects of Silver-Mercury Dental Fillings,1996-08-01,kidney disease,University of Washington
Perioperative Inflammation and Cyclooxygenase 2,2002-11-01,neurosurgery,University of Washington
Study of Teriparatide,2005-06-01,Fragility fractures and bone mineral density in HIV positive women: a case-control population-based study,Oregon Health & Science University
Effects of DPP-4 Inhibition on Triglycerides,2012-01-01,transient infantile hypertriglyceridemia and hepatosteatosis,Oregon Health & Science University
Surgery Checklist and Process Improvement Surrounding Endoscopic Sinus Surgery,2011-12-01,Schneiderian carcinoma,Oregon Health & Science University
