col0,col1,col2,col3
ExpressJet,CRJ200,"SkyWest, Inc.","SkyWest, Inc."
China Airlines,Boeing 777,China Airlines Group,China Airlines Group
American Airlines,Boeing 737,American Airlines Group,American Airlines Group
Air China,Boeing 757,China National Aviation Corporation,China National Aviation Corporation
Air Nelson,Dash 8,Air New Zealand,Air New Zealand
TACA,A320 family,Synergy Group,Avianca Holdings
Singapore Airlines,Airbus A380,Temasek Holdings,Temasek Holdings
Virgin Atlantic,Boeing 787 Dreamliner,Virgin Group,Virgin Group
British Airways,Concorde,International Airlines Group,International Airlines Group
Panair do Brasil,Caravelle,Grupo Simonsen,Grupo Simonsen
Mesa Airlines,CRJ200,Mesa Air Group,Mesa Air Group
US Airways,Boeing 757,American Airlines Group,American Airlines Group
České aerolinie,ATR 42-500,Smartwings,Smartwings
