col0,col1,col2,col3
Kaohsiung Municipal Zuoying Junior High School,1963-01-01,Taiwan,junior high school
Kaohsiung Municipal Cijin Junior High School,1964-01-01,Taiwan,junior high school
Dongnan Junior High School,1930-01-01,Taiwan,educational institution
Taichung Municipal Fengnan Junior High School,1968-01-01,Taiwan,state school
New Taipei Municipal Xizhi Junior High School,1920-01-01,Taiwan,secondary school
Kaohsiung Municipal Zuoying Junior High School,1963-01-01,Taiwan,secondary school
Kaohsiung Municipal Cijin Junior High School,1964-01-01,Taiwan,secondary school
Tainan Municipal Dacheng Junior High School,1946-01-01,Taiwan,high school
Taipei Municipal Jingxing Junior High School,1984-01-01,Taiwan,high school
Chiayi Pei Shin Public Junior High School,1962-01-01,Taiwan,high school
Miaoli municipal Yuanli Senior High School,1932-04-01,Taiwan,full middle school
Chu-Lin Private High School,1968-01-01,Taiwan,full middle school
