col0,col1,col2,col3
"2017 Giro d'Italia, Stage 11",Rui Costa,Bahrain-Merida 2017,"2017 Giro d'Italia, Stage 10"
"2019 Vuelta a España, stage 8",Nikias Arndt,Sunweb 2019,"2019 Vuelta a España, stage 7"
"2019 Vuelta a España, stage 5",Ángel Madrazo,Sunweb 2019,"2019 Vuelta a España, stage 4"
"2019 Giro d'Italia, stage 12",Thomas De Gendt,2019 Astana,"2019 Giro d'Italia, stage 11"
2018 Vuelta a España stage 17,Vincenzo Nibali,Sky 2018,2018 Vuelta a España stage 16
"2017 Vuelta a España, Stage 9",Alberto Contador,UAE Team Emirates 2017,"2017 Vuelta a España, Stage 8"
"2019 Giro d'Italia, stage 17",Tanel Kangert,2019 Astana,"2019 Giro d'Italia, stage 16"
2018 Giro d'Italia Stage 8,Domenico Pozzovivo,Sky 2018,2018 Giro d'Italia Stage 7
2018 Vuelta a España stage 5,Rudy Molard,Sky 2018,2018 Vuelta a España stage 4
"2019 Vuelta a España, stage 2",Alejandro Valverde,Sunweb 2019,"2019 Vuelta a España, stage 1"
"2017 Tour de France, Stage 15",Nicolas Roche,Movistar 2017,"2017 Tour de France, Stage 14"
"2014 Arctic Race of Norway, Stage 3",Simon Špilak,Bretagne-Séché Environnement 2014,"2014 Arctic Race of Norway, Stage 2"
"2017 Vuelta a España, Stage 5",Alexey Lutsenko,UAE Team Emirates 2017,"2017 Vuelta a España, Stage 4"
"2019 Giro d'Italia, stage 19",Amaro Antunes,2019 Astana,"2019 Giro d'Italia, stage 18"
"2017 Giro d'Italia, Stage 15",Vincenzo Nibali,Bahrain-Merida 2017,"2017 Giro d'Italia, Stage 14"
2018 Vuelta a España stage 3,Peter Sagan,Sky 2018,2018 Vuelta a España stage 2
"2017 Tour de France, Stage 5",Alberto Contador,2017 Bora-Hansgrohe,"2017 Tour de France, Stage 4"
2018 Vuelta a España stage 11,Franco Pellizotti,Sky 2018,2018 Vuelta a España stage 10
"2019 Giro d'Italia, stage 15",Vincenzo Nibali,AG2R La Mondiale 2019,"2019 Giro d'Italia, stage 14"
"2017 Tour de France, Stage 8",Roman Kreuziger,2017 Bora-Hansgrohe,"2017 Tour de France, Stage 7"
