col0,col1,col2
Apostolic Prefecture of Shiqian,3000000,40000
Apostolic Prefecture of Shashi,2000000,9560
Apostolic Prefecture of Shaowu,300000,7881
Apostolic prefecture of Robe,2737512,116221
Roman Catholic Apostolic Prefecture of the Marshall Islands,56800,181
Apostolic Prefecture of Lixian,2000000,15200
Apostolic Prefecture of Lingling,3400000,40000
Apostolic Prefecture of Kompong Cham,4200000,66347
Apostolic Prefecture of Xinjiang,2000000,17000
Apostolic Prefecture of Jian'ou,701676,17101
Apostolic Prefecture of Yiduxian,2500000,1800
Apostolic Prefecture of Guilin,2500000,32380
