col0,col1,col2,col3,col4
Philosophisch-Theologische Hochschule der Pallottiner in Vallendar,224,Vallendar,сhurch college,Germany
"FH Diakonie, Bielefeld",559,Bielefeld,сhurch college,Germany
Protestant College for Social service Dresden,627,Dresden,сhurch college,Germany
Evangelical School of Social Work & Diakonie,454,Hamburg,сhurch college,Germany
Protestant College for Church Music in Halle,49,Halle (Saale),сhurch college,Germany
College of Church Music Dresden,30,Dresden,сhurch college,Germany
Moritzburg Protestant College,93,Moritzburg,сhurch college,Germany
Protestant University of Applied Sciences Berlin,1372,Berlin,сhurch college,Germany
Rheinland-Westfalen-Lippe University of Applied Sciences,2000,North Rhine-Westphalia,сhurch college,Germany
Protestant University Ludwigsburg,1028,Ludwigsburg,сhurch college,Germany
Theological College Wuppertal/Bethel,129,Wuppertal,сhurch college,Germany
