col0,col1,col2
Seoul Broadcasting System,1990-11-14,SBS Broadcasting Center
ITV,1955-01-01,The London Studios
Channel One Russia,1995-01-01,Ostankino Technical Center
SBT,1981-08-19,CDT da Anhanguera
RecordTV,1953-09-27,Barra Funda District
Nine Network,1956-09-16,Willoughby
Phoenix Television,1996-03-31,Tai Po
Telecinco,1990-03-03,Fuencarral
Diez TV,2010-06-10,Úbeda
Outre-Mer 1ère,1954-01-01,Malakoff
TV Petrovec,1997-11-16,Bački Petrovac
American Heroes Channel,1996-01-01,Elizabeth
Eurosport,1989-01-01,Issy-les-Moulineaux
PBS,1969-11-03,Arlington County
Televisión Nacional de Chile,1969-01-31,Providencia
Telemundo,1954-01-01,Hialeah
W9,2005-03-31,Neuilly-sur-Seine
The CW,2006-09-18,Burbank
Television New Zealand,1980-01-01,Auckland
Cartoon Network,1992-01-01,Atlanta
