col0,col1,col2,col3
Ecomuseo del Biellese,ecomuseum,Italy,Biella
Écomusée du Pays de la Roudoule,ecomuseum,France,Puget-Rostang
Écomusée du pays de Rennes,ecomuseum,France,Rennes
Montfort Ecomuseum,ecomuseum,France,Montfort-sur-Meu
Écomusée du marais breton vendéen Le Daviaud,ecomuseum,France,La Barre-de-Monts
Écomusée du Perche,ecomuseum,France,Saint-Cyr-la-Rosière
Écomusée de l'île de Groix,ecomuseum,France,Groix
Ecomusée de la région de Fourmies-Trélon,ecomuseum,France,Fourmies
Freilichtmuseum am Kiekeberg,ecomuseum,Germany,Rosengarten
"Ecomuseo Val di Peio ""Piccolo mondo alpino""",ecomuseum,Italy,Peio
Freilichtmuseum am Kiekeberg,open-air museum,Germany,Rosengarten
Ecomuseum of Roman Litoral,real property,Italy,Rome
EcoMuseo Luogo della Memoria,real property,Italy,Lamezia Terme
Walser Ecomuseum,ecomuseum,Italy,Gressoney-La-Trinité
