col0,col1,col2
Sherbrooke Nature and Science Museum,40000,2002-01-01
Florida Museum of Natural History,200000,1891-01-01
Mongolian Natural History Museum,80000,1924-01-01
Yorkshire Museum,94708,1830-01-01
National Museum of Natural Sciences,500000,1815-10-01
Natural History Museum at Tring,113859,1889-01-01
Swedish Museum of Natural History,330211,1916-11-13
Field Museum of Natural History,1385255,1893-09-16
Carnegie Museum of Natural History,386300,1896-01-01
California Academy of Sciences,1000000,1853-01-01
Muséum national d'histoire naturelle,1900000,1793-06-10
Naturmuseum Senckenberg,400000,1907-01-01
Museum of Natural History,564512,1889-01-01
Natural History Museum of Geneva,13211,1794-10-29
Natural History Museum,4105106,1881-01-01
American Museum of Natural History,5000000,1869-01-01
National Museum of Natural History,6900000,1910-01-01
Great North Museum,638454,1884-01-01
Natural History Museum,62353,1921-01-01
Croatian Natural History Museum,23143,1986-01-01
