col0,col1,col2,col3,col4
Lowenstein Sandler,United States of America,limited liability partnership,Roseland,1961-01-01
Castrén & Snellman,Finland,Oy,Kaartinkaupunki,1888-01-01
Squire Patton Boggs,United States of America,Swiss association,Key Tower,1890-01-01
Blake Morgan LLP,United Kingdom,limited liability partnership,Portsmouth,2014-01-01
McGuireWoods,United States of America,limited liability partnership,Richmond,1834-01-01
"Shook, Hardy & Bacon",United States of America,limited liability partnership,Kansas City,1889-01-01
Weightmans,United Kingdom,limited liability partnership,Liverpool,1827-01-01
King & Spalding,United States of America,limited liability partnership,Atlanta,1885-01-01
"Vorys, Sater, Seymour and Pease",United States of America,limited liability partnership,Columbus,1909-01-01
Vinson & Elkins,United States of America,limited liability partnership,Houston,1917-01-01
Abogados Bidebarrieta,Spain,S.L.,Bilbao,2008-01-01
Aluko & Oyebode,Nigeria,partnership,Lagos,1993-01-01
Perkins Coie,United States of America,limited liability partnership,Seattle,1912-01-01
Mossack Fonseca,Panama,privately held company,Panama City,1977-01-01
Mannheimer Swartling,Sweden,law firm,Stockholm,1990-01-01
Seyfarth Shaw,United States of America,limited liability partnership,Chicago,1945-01-01
Hjort (law firm),Norway,ansvarlig selskap,Oslo,1893-01-01
Domański Zakrzewski Palinka,Poland,Kommanditgesellschaft,Warsaw,1993-01-01
Larson O'Brien,United States of America,limited liability partnership,Los Angeles,2016-01-01
Stroock & Stroock & Lavan,United States of America,limited liability partnership,New York City,1876-01-01
