col0,col1,col2,col3
Passe Tutataroa,445,France,French Polynesia
Passe Tiareroa,7,France,French Polynesia
Passe Tiare,10,France,French Polynesia
Passe Tiano,298,France,French Polynesia
Passe Temarauri,8,France,French Polynesia
Passe Teavaraa,13,France,French Polynesia
Passe Tapuhiria,5,France,French Polynesia
Passe Tapuaeraha,134,France,French Polynesia
Passe Rautoanui,59,France,French Polynesia
Passe Rautirare,9,France,French Polynesia
Passe Punaeroa,9,France,French Polynesia
Passe Okarare,3,France,French Polynesia
Passe Motu Puapua,4,France,French Polynesia
