col0,col1,col2,col3,col4
ZBW - Leibniz Information Centre for Economics,Kiel,Leibniz Association,1919-01-01,Germany
Arvato,Gütersloh,Bertelsmann,1996-01-01,Germany
Deutsche Welle Persian,Bonn,Deutsche Welle,1962-01-01,Germany
Siemens Energy Sector,Erlangen,Siemens,2008-01-01,Germany
EvoBus,Kirchheim unter Teck,Daimler AG,1995-02-23,Germany
BBC Radio,London,British Broadcasting Corporation,1927-01-01,United Kingdom
Walmart Labs,Mountain View,Walmart,2005-01-01,United States of America
ViacomCBS Domestic Media Networks,New York City,Viacom,1984-07-01,United States of America
Kramer Guitars,Nashville,Gibson,1976-01-01,United States of America
SIE Worldwide Studios,San Mateo,Sony Interactive Entertainment,2005-09-14,United States of America
"Boeing Defense, Space & Security",Berkeley,Boeing,2002-10-06,United States of America
Nintendo Network Service Development,Kyoto,Nintendo,1997-01-01,Japan
Nintendo Software Planning & Development,Kyoto,Nintendo,2003-09-30,Japan
Nintendo Entertainment Analysis & Development,Kyoto,Nintendo,1983-09-01,Japan
Liskinsky region of South-Eastern Railway (Russia),Voronezh Oblast,Russian Railways,2010-07-01,Russia
Lend Lease Project Management & Construction,London,Lendlease Group,1885-01-01,United Kingdom
Hellenic Radio,Athens,Hellenic Broadcasting Corporation,1987-01-01,Greece
Warner Bros. Animation,Burbank,Warner Bros.,1980-01-01,United States of America
Nintendo Platform Technology Development,Kyoto,Nintendo,2015-09-16,Japan
