col0,col1,col2
20th Guards Motorized Rifle Brigade,Russian Ground Forces,8th Guards Army (Russian Federation)
10 Artillery Brigade,South African Army,South African Army Artillery Formation
12th Indian Cavalry Brigade,cavalry,4th (Quetta) Division
Oz Brigade,GOC Army Headquarters,Central Command
58th Motorized Infantry Brigade,Armed Forces of Ukraine,Armed Forces of Ukraine
56th Motorized Brigade,Armed Forces of Ukraine,Armed Forces of Ukraine
54th Mechanized Brigade,Armed Forces of Ukraine,Armed Forces of Ukraine
53rd Mechanized Brigade,Armed Forces of Ukraine,Armed Forces of Ukraine
25th Transport Aviation Brigade,Armed Forces of Ukraine,Armed Forces of Ukraine
10th Mountain Brigade (Ukraine),Armed Forces of Ukraine,Armed Forces of Ukraine
1st Artillery Brigade (Japan),Japan Ground Self-Defense Force,Northern Army
12th Brigade,Japan Ground Self-Defense Force,Eastern Army
14th Brigade (Japan),Japan Ground Self-Defense Force,Central Army
13th Brigade,Japan Ground Self-Defense Force,Central Army
1st Armoured Infantry Brigade,British Army,3rd Division
1st Sustainment Brigade,United States Army,1st Infantry Division
192nd Infantry Brigade,United States Army,First Army
174th Infantry Brigade,United States Army,First Army
52nd Infantry Brigade,British Army,3rd Division
7th Armoured Brigade,British Army,1st (UK) Armoured Division
