col0,col1,col2,col3,col4
Qentagon,Seoul,HongSeok,Cube Entertainment,2016/01/01
NCT,Seoul,Haechan,SM Entertainment,2016/01/01
GOT7,Seoul,JB,JYP Entertainment,2014/01/01
Monsta ,Seoul,Jooheon,Starshit Entertainment,2015/01/01
Innite F,Seoul,Kim Myung-soo,Woollim Entertainment,2014/01/01
iKON,Seoul,B.I,YG Entertainment,2015/01/01
B1A4,Seoul,Jinyoung,WM Entertainment,2011/01/01
MBLAQ,South Korea,Lee Joon,J. Tune Camp,2009/01/01
Supeme Team,Seoul,Simon Dominic,Amoeba Culture,2009/01/01
My Namf,South Korea,Kim Se-yong,Yoshimoto Kogyo,2011/01/01
ZE:A,Seoul,Yim Si-wan,Star Empire Entertainment,2010/01/01
Exile,Tokyo,Shunsuke Kiyokiba,Rhythm Zone,2001/01/01
