col0,col1,col2
Communauté de communes du Pays Loudunais,25126,45
Communauté de communes du Pays d'Urfé,5363,11
Communauté de communes du pays d'Uzerche,9937,12
communauté de communes du pays d'Ancenis,67991,20
Communauté de communes Le Grésivaudan,104179,43
Communauté de communes du Pays du Coquelicot,29090,65
Communauté de communes du Pays des Sources,22668,48
Communauté de communes du Pays des Achards,18700,9
Communauté de communes du Pays de la Châtaigneraie,15995,18
Communauté de communes du Pays de Wissembourg,16583,12
Communauté de communes du Pays de Tarascon,8629,20
Communauté de communes du Pays de Saint-Gilles-Croix-de-Vie,48973,14
Questembert Communauté,23866,13
Communauté de communes du Pays de Pouzauges,23875,10
communauté de communes du Pays de Pierrefontaine - Vercel,26478,47
Communauté de communes Les Avant-Monts,26947,25
Communauté de communes Le Dunois,7926,17
Montfort Communauté,25859,8
Communauté de communes du Pays des Paillons,26917,13
Communauté de communes du Pays Houdanais,29792,36
Communauté de Communes  Rumilly Terre de Savoie,31775,17
Communauté de communes de la Côtière à Montluel,25112,9
Communauté de communes Val de Ligne,6341,11
Communauté de communes du Val de Cher,5659,7
communauté de communes du Val d'Ille-Aubigné,36441,19
Communauté de communes du Val d'Ay,6039,8
Communauté de communes du Rhône aux Gorges de l'Ardèche,19389,9
Communauté de communes du Clermontois,38340,19
