col0,col1,col2,col3,col4
Railway Museum of Thessaloniki,2001-01-01,Greece,Thessaloniki,Municipality of Thessaloniki
Swedish Railway Museum,1970-01-01,Sweden,Gävle,Gävle Municipality
Railway Museum of Grängesberg,1979-01-01,Sweden,Grängesberg,Ludvika Municipality
Railroad Museum of Pennsylvania,1975-01-01,United States of America,Strasburg,Pennsylvania
Canadian Railway Museum,1961-01-01,Canada,Saint-Constant,Quebec
Goulburn Rail Heritage Centre,1989-01-01,Australia,Goulburn,Goulburn Mulwaree Council
Haapamäki Steam Locomotive Museum,1988-01-01,Finland,Haapamäki,Keuruu
Istanbul Railway Museum,2005-09-23,Turkey,Sirkeci,Istanbul Province
Djurslands Jernbanemuseum,1981-01-01,Denmark,Ryomgård,Syddjurs Municipality
Ashford Steam Centre,1968-01-01,United Kingdom,Willesborough,Kent
Narrow Gauge Railway Museum in Wenecja,1972-01-01,Poland,Wenecja,Wenecja
Shildon Locomotion Museum,2004-01-01,United Kingdom,Shildon,Shildon
National Railroad Museum,1956-01-01,United States of America,Ashwaubenon,Ashwaubenon
