col0,col1,col2,col3,col4
USS Joseph Strauss,United States Navy,New York Shipbuilding Corporation,Joseph Strauss,Charles F. Adams-class destroyer
USS Hoel,United States Navy,Defoe Shipbuilding Company,William R. Hoel,Charles F. Adams-class destroyer
USS Lynde McCormick,United States Navy,Defoe Shipbuilding Company,Lynde D. McCormick,Charles F. Adams-class destroyer
USS John King,United States Navy,Bath Iron Works,John King,Charles F. Adams-class destroyer
USS Claude V. Ricketts,United States Navy,New York Shipbuilding Corporation,Claude V. Ricketts,Charles F. Adams-class destroyer
USS Henry B. Wilson,United States Navy,Defoe Shipbuilding Company,Henry Braid Wilson,Charles F. Adams-class destroyer
JDS Kongō,Japan Maritime Self-Defense Force,Mitsubishi Heavy Industries,Mount Kongō,Kongō-class destroyer
JDS Kirishima,Japan Maritime Self-Defense Force,Mitsubishi Heavy Industries,Mount Kirishima,Kongō-class destroyer
USS Mustin,United States Navy,Ingalls Shipbuilding,Mustin family,Arleigh Burke-class destroyer
USS Laboon,United States Navy,Bath Iron Works,John F. Laboon,Arleigh Burke-class destroyer
