col0,col1,col2
Danieli Cycling Team,2007-01-01,Danieli
ERA-Circus,2013-01-01,ERA-Murprotec
7 Eleven–Cliqq Roadbike Philippines,2013-01-01,7 Eleven-Road Bike Philippines
Hengxiang Cycling Team,2011-01-01,Hengxiang
Team Ukyo,2012-01-01,Ukyo
Hagens Berman Axeon,2009-01-01,Axeon-Hagens Berman
Synergy Baku Project,2013-01-01,Synergy Baku Cycling Project
Bennelong-SwissWellness-Cervélo,2000-01-01,IsoWhey Sports-Swiss Wellness
African Wildlife Safaris,2012-01-01,African Wildlife Safaris
Giant-Shimano Development,2014-01-01,Giant-Shimano Development
Bike Aid,2012-01-01,Bike Aid
NFTO,2014-01-01,NFTO
Champion System-Stan's NoTubes,2014-01-01,Champion System-Stan's NoTubes
Vino-Astana Motors,2014-01-01,Vino-Astana Motors
Josan-To Win,2005-01-01,Josan-To Win
