col0,col1,col2
The Brothers Johnson,United States of America,1975-01-01
Mary Mary,United States of America,1998-01-01
Draco and the Malfoys,United States of America,2004-01-01
Santo & Johnny,United States of America,1959-01-01
Berman Brothers,Germany,1993-01-01
Sandy & Junior,Brazil,1990-01-01
The Cheeky Girls,United Kingdom,2002-01-01
La Bionda,Italy,1970-01-01
The Delmore Brothers,United States of America,1926-01-01
CocoRosie,United States of America,2003-01-01
P.M. Dawn,United States of America,1988-01-01
The Bellamy Brothers,United States of America,1971-01-01
Aly & AJ,United States of America,2002-01-01
Duo Vela,Spain,1988-01-01
Azúcar Moreno,Spain,1984-01-01
Tegan and Sara,Canada,1995-01-01
Moymoy Palaboy,Philippines,2007-01-01
The DeZurik Sisters,United States of America,1936-01-01
Juicy,United States of America,1982-01-01
Nikitine Sisters Duet,France,2008-01-01
