col0,col1,col2,col3
United Methodist Church,organization,Arbeitsgemeinschaft Missionarische Dienste,Dallas
Protestant Church of Maluku,Churches in Indonesia,World Communion of Reformed Churches,Maluku Islands
Church of Central Africa Presbyterian – Synod of Zambia,Christian denomination,World Communion of Reformed Churches,Zambia
Protestant Church of Maluku,Christian denomination,World Communion of Reformed Churches,Maluku Islands
Lutheran Church of Christ in Nigeria,Christian denomination,Lutheran World Federation,Numan
Reformed Presbyterian Church in Myanmar,Christian denomination,World Communion of Reformed Churches,Myanmar
Presbyterian Church of India,Christian denomination,World Communion of Reformed Churches,India
Presbyterian Church of Ghana,Christian denomination,World Council of Churches,Cape Coast
Presbyterian Church of East Africa,Christian denomination,World Council of Churches,Kenya
Methodist Church Ghana,Christian denomination,World Council of Churches,Cape Coast
Igreja Presbiteriana de Moçambique,Christian denomination,World Council of Churches,Mozambique
Evangelical Lutheran Church in Canada,Christian denomination,World Council of Churches,Winnipeg
Cumberland Presbyterian Church,Christian denomination,World Communion of Reformed Churches,Dickson County
