col0,col1,col2,col3
ZŠ a MŠ při Olivově dětské léčebně,public-benefit corporation,1896-09-01,Central Bohemian Region
ZŠ a MŠ při Léčebně dr. L. Filipa,public-benefit corporation,1950-09-01,Central Bohemian Region
Mateřská škola speciální,public-benefit corporation,1996-05-15,Central Bohemian Region
"ZŠ, MŠ a PrŠ",public-benefit corporation,1931-10-01,Central Bohemian Region
"DD, ZŠ a MŠ",public-benefit corporation,1955-10-05,Central Bohemian Region
Mateřská škola speciální,public-benefit corporation,1996-08-28,Central Bohemian Region
Dětský domov a Mateřská škola,public-benefit corporation,1993-01-01,Central Bohemian Region
Mateřská škola speciální,public-benefit corporation,2000-01-01,Central Bohemian Region
"MŠ, ZŠ a Praktická škola",public-benefit corporation,1996-05-16,South Bohemian Region
MŠ pro zrakově postižené,public-benefit corporation,1996-07-26,South Bohemian Region
"MŠ, ZŠ a Praktická škola",public-benefit corporation,1996-05-16,South Bohemian Region
"MŠ, ZŠ a Praktická škola",public-benefit corporation,1996-05-16,South Bohemian Region
"Mateřská škola Mozaika Jihlava, Březinova 114, příspěvková organizace",public-benefit corporation,2003-01-01,Jihlava
