col0,col1,col2,col3
Helsinki University Library,University of Helsinki,Finland,Kaisa House
Theodore Hesburgh Library,Hesburgh Libraries,United States of America,Notre Dame
Northwestern University Library,Northwestern University,United States of America,Evanston
Henry Madden Library,"California State University, Fresno",United States of America,Fresno
Library ot the University of Deusto,University of Deusto,Spain,Bilbao
University of Zambia Library,University of Zambia,Zambia,Lusaka
Copenhagen University Library,University of Copenhagen,Denmark,Copenhagen
Dhaka University Library,University of Dhaka,Bangladesh,Dhaka
Moffitt Library,"University of California, Berkeley",United States of America,California
Caroline Simpson Library & Research Collection,Historic Houses Trust of New South Wales,Australia,Sydney
Singapore Management University Libraries,Singapore Management University,Singapore,Singapore
