col0,col1,col2,col3
The Commercial,1801-01-01,pub,accommodation
The Castle Inn,1600-01-01,inn,accommodation
Ye Horns Inn,1782-01-01,pub,accommodation
The Lovat Hotel,1869-01-01,pub,accommodation
The Castle Inn,1600-01-01,pub,accommodation
Strand Palace Hotel,1909-01-01,pub,accommodation
Selsdon Park Hotel,1924-01-01,pub,accommodation
"Midland Hotel, Morecambe",1933-01-01,pub,accommodation
"Cliftonville Hotel, Cromer",1894-01-01,pub,accommodation
The Lovat Hotel,1869-01-01,hotel,accommodation
Strand Palace Hotel,1909-01-01,hotel,accommodation
