col0,col1,col2,col3
Civic Liberal Alliance,social liberalism,political party in Croatia,Zagreb
Pametno,liberalism,political party in Croatia,Split
New Left Croatia,social democracy,political party in Croatia,Zagreb
Milan Bandić 365 - The Party of Labour and Solidarity,social democracy,political party in Croatia,Zagreb
Croatian Conservative Party,right-wing populism,political party in Croatia,Zagreb
Human Blockade,populism,political party in Croatia,Zagreb
Croatian Sustainable Development,sustainable development,political party in Croatia,Zagreb
Youth Action,liberalism,political party in Croatia,Rijeka
Women's Democratic Party,Women's rights,political party in Croatia,Zagreb
Pirate Party Croatia,Pirate Party,political party in Croatia,Zagreb
Green Party – Green Alternative,green politics,political party in Croatia,Pula
Croatian Labour Party,populism,political party in Croatia,Samobor
Croatian Growth,conservatism,political party in Croatia,Zagreb
Autochthonous Croatian Party of Rights,nationalism,political party in Croatia,Zagreb
Green List,green politics,political party in Croatia,Zagreb
